30216,0,15.105,0.960,Pedestrian
30220,1,15.092,0.860,Pedestrian
30221,0,15.096,0.969,Pedestrian
30222,0,15.094,0.978,Pedestrian
30223,0,15.065,0.968,Pedestrian
30224,1,15.054,0.934,Pedestrian
30225,0,15.046,0.908,Pedestrian
30226,1,15.005,0.752,Pedestrian
30227,1,14.977,0.756,Pedestrian
30228,0,15.002,0.883,Pedestrian
30229,1,14.980,0.848,Pedestrian
30230,0,14.952,0.910,Pedestrian
30231,0,14.942,0.948,Pedestrian
30232,0,14.986,0.870,Pedestrian
30233,0,14.999,0.887,Pedestrian
30234,0,14.986,0.905,Pedestrian
30235,0,14.983,0.958,Pedestrian
30236,0,14.967,0.910,Pedestrian
30237,1,14.940,0.873,Pedestrian
30238,0,14.994,0.923,Pedestrian
30239,0,14.986,0.902,Pedestrian
30240,0,14.968,0.906,Pedestrian
30241,0,15.001,0.889,Pedestrian
30242,0,14.999,0.938,Pedestrian
30243,0,15.002,0.915,Pedestrian
30244,0,15.016,0.936,Pedestrian
30245,0,15.043,0.956,Pedestrian
30247,0,15.056,0.986,Pedestrian
30248,0,15.060,0.985,Pedestrian
30249,0,15.042,0.955,Pedestrian
30250,0,15.010,0.973,Pedestrian
30251,0,14.980,0.912,Pedestrian
30252,0,14.954,0.929,Pedestrian
30253,0,14.957,0.977,Pedestrian
30254,0,14.931,0.952,Pedestrian
30255,0,14.942,0.974,Pedestrian
30256,0,14.920,0.959,Pedestrian
30257,0,14.934,0.973,Pedestrian
30258,0,14.929,0.971,Pedestrian
30259,0,14.940,0.970,Pedestrian
30260,0,14.925,0.968,Pedestrian
30261,0,14.922,0.951,Pedestrian
30262,0,14.940,0.958,Pedestrian
30263,0,14.937,0.968,Pedestrian
30264,0,14.945,0.953,Pedestrian
30265,0,14.977,0.939,Pedestrian
30266,0,14.991,0.961,Pedestrian
30267,0,14.996,0.938,Pedestrian
30268,0,15.022,0.895,Pedestrian
30269,0,15.015,0.954,Pedestrian
30270,0,15.028,0.931,Pedestrian
30271,0,15.034,0.902,Pedestrian
30272,0,15.012,0.938,Pedestrian
30273,0,15.031,0.836,Pedestrian
30274,0,15.023,0.828,Pedestrian
30275,0,14.986,0.921,Pedestrian
30276,0,14.997,0.936,Pedestrian
30277,0,15.034,0.858,Pedestrian
30278,1,15.003,0.859,Pedestrian
30279,0,14.966,0.886,Pedestrian
30280,0,14.982,0.857,Pedestrian
30281,0,14.981,0.860,Pedestrian
30282,0,14.970,0.930,Pedestrian
30283,0,14.951,0.906,Pedestrian
30284,0,14.987,0.946,Pedestrian
30285,0,15.020,0.959,Pedestrian
30286,0,14.996,0.950,Pedestrian
30287,0,15.046,0.967,Pedestrian
30288,0,15.003,0.962,Pedestrian
30289,0,15.023,0.937,Pedestrian
30290,0,15.052,0.910,Pedestrian
30291,0,15.041,0.939,Pedestrian
30292,0,15.035,0.944,Pedestrian
30293,0,15.042,0.932,Pedestrian
30294,0,15.054,0.949,Pedestrian
30295,0,15.042,0.979,Pedestrian
30296,0,15.027,0.896,Pedestrian
30297,0,15.051,0.896,Pedestrian
30298,0,15.044,0.898,Pedestrian
30299,0,15.044,0.923,Pedestrian
30300,0,15.060,0.797,Pedestrian
30301,0,15.051,0.820,Pedestrian
30302,0,15.064,0.764,Pedestrian
30303,0,15.056,0.915,Pedestrian
30304,0,15.070,0.888,Pedestrian
30305,0,15.105,0.937,Pedestrian
